ID,MAR_STAT,AGE,EDUC,GENDER,ETHNIC,RELIG,CAP_PUN,GUN_LAW,SEX_ED,ILL_DIE,READ_NEWS,NEWS_TV,NEWS_PBS,BIGBAND,BLUEGRASS,COUNTRY,BLUES,MUSICALS,CLASSICAL,FOLK,JAZZ
1006,1,41,3,1,1,4,1,0,1,1,1,1,2,3,2,2,1,4,2,4,1
1007,1,30,3,1,1,2,1,1,1,1,1,3,4,3,5,5,3,4,2,4,3
1008,1,47,4,1,1,2,2,1,0,0,0,2,3,3,2,2,2,3,2,1,3
1009,1,49,1,2,1,1,2,1,0,0,0,1,1,2,3,3,2,2,1,1,1
1010,1,36,3,2,1,2,2,1,0,0,0,3,3,3,2,1,3,3,3,3,3
1011,1,43,3,2,1,2,2,0,1,1,1,2,4,3,1,3,1,1,1,2,1
1012,1,35,2,2,1,1,1,1,0,0,0,1,2,2,2,5,2,1,2,2,2
1013,1,70,4,1,1,1,1,0,2,1,1,1,2,2,2,2,2,2,2,2,2
1014,1,37,1,2,1,1,1,1,0,0,0,2,3,2,2,3,2,1,1,3,2
1016,1,58,1,1,1,1,1,1,1,2,1,1,2,1,3,2,2,1,2,2,2
1017,5,23,3,2,1,1,1,1,0,0,0,2,5,2,2,4,2,2,2,4,2
1018,1,30,3,2,1,2,2,1,0,0,0,1,3,2,2,2,1,2,1,2,4
1019,5,18,0,2,1,1,1,0,1,1,1,4,5,5,8,1,3,2,4,5,4
1020,5,32,0,1,2,1,8,2,1,2,2,1,4,2,2,3,2,3,4,3,2
1021,1,41,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,3,3
1022,2,67,1,2,1,1,1,8,2,2,2,2,5,3,3,3,3,3,3,3,3
1023,1,61,1,2,2,1,2,1,0,0,0,1,3,2,2,2,2,3,3,3,3
1024,1,75,1,2,2,1,1,1,1,2,1,1,1,2,3,2,4,2,2,2,4
1025,1,41,1,1,2,1,8,0,1,1,2,1,3,2,2,2,1,2,2,2,2
1026,1,27,3,2,1,2,1,1,0,0,0,1,2,2,3,3,2,1,3,2,2
1027,1,63,4,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,2,2,1
1028,1,38,1,2,1,1,1,0,1,1,1,1,3,3,3,2,2,4,3,5,2
1029,1,56,1,1,1,2,1,2,1,1,3,3,4,3,2,2,3,3,3,2,3
1030,5,25,3,2,1,4,1,2,1,1,1,2,4,5,4,5,3,3,3,3,3
1031,1,28,1,2,1,2,1,0,1,1,3,2,2,8,3,2,3,4,5,5,3
1032,1,82,0,2,1,1,1,1,0,0,0,1,1,4,2,2,2,4,2,2,4
1033,5,31,1,1,1,1,1,1,1,1,2,1,4,8,3,2,2,4,8,8,2
1035,1,31,1,1,1,1,1,1,0,0,0,1,2,8,3,3,4,3,4,3,2
1036,1,26,1,1,1,4,1,1,1,1,2,2,4,3,5,3,3,3,2,5,2
1037,1,31,1,1,1,1,1,1,1,1,4,1,2,4,2,5,3,4,1,3,3
1038,1,42,1,1,1,2,1,0,1,1,2,1,2,1,2,3,2,4,2,3,1
1039,5,23,1,2,1,1,1,1,1,8,3,2,4,4,4,3,3,2,5,4,2
1041,5,23,1,1,1,1,2,0,1,1,5,1,4,2,2,2,1,4,2,4,1
1042,5,24,1,2,2,1,2,0,1,2,2,4,2,4,4,4,2,2,5,5,2
1043,1,38,3,1,1,1,2,1,2,2,1,5,4,2,2,4,1,2,3,3,1
1044,3,45,1,1,1,1,2,0,1,2,4,2,4,4,2,3,1,3,5,1,2
1045,5,30,1,1,1,1,1,1,2,2,2,1,3,3,3,2,3,2,2,3,3
1046,1,38,2,2,1,1,1,1,0,0,0,2,2,2,1,1,2,3,1,2,3
1047,1,74,1,1,1,4,1,2,0,0,0,1,2,3,1,1,1,3,1,1,5
1048,1,26,0,2,1,2,1,0,1,1,4,1,3,3,5,2,4,4,5,3,5
1049,1,52,1,1,1,1,1,2,1,1,2,2,5,3,3,3,1,3,3,3,2
1050,4,44,1,2,2,1,1,0,1,2,1,1,4,4,3,3,1,2,3,4,2
1051,1,37,0,2,1,2,2,1,0,0,0,1,3,5,2,4,5,4,3,5,2
1052,1,25,1,1,1,1,1,0,2,2,2,2,4,2,3,4,2,2,2,3,1
1054,1,26,1,2,1,2,8,0,1,1,4,4,2,4,4,3,3,2,2,4,4
1055,1,39,3,2,3,2,1,1,1,2,2,1,2,4,4,2,3,2,2,2,2
1056,1,33,1,2,2,1,1,0,1,1,4,1,2,5,5,5,5,5,5,5,1
1057,1,56,4,1,1,1,1,1,0,0,0,1,3,1,1,1,2,2,1,2,2
1058,1,46,4,2,1,3,8,1,0,0,0,2,2,4,4,5,3,3,1,2,2
1059,1,45,4,2,1,5,1,1,0,0,0,1,3,1,1,1,3,1,1,1,3
1060,2,84,1,2,1,1,1,1,0,0,0,1,5,2,2,2,2,2,2,2,2
1061,3,47,1,1,1,1,1,1,0,0,0,1,2,2,3,2,2,1,3,3,2
1062,5,25,3,2,1,1,2,1,1,1,1,2,5,3,4,3,2,2,3,3,2
1063,1,23,4,2,1,2,1,0,1,1,5,3,1,3,5,5,3,2,2,5,3
1064,2,69,1,2,1,1,1,0,2,1,1,1,2,1,1,1,3,2,3,2,3
1065,1,45,1,1,1,2,1,1,1,1,1,1,1,4,4,2,4,4,4,3,4
1066,2,72,0,2,1,2,1,1,0,0,0,1,3,1,2,2,2,1,3,2,1
1067,5,23,3,2,1,2,2,0,1,1,4,1,3,3,4,3,2,2,3,4,4
1068,3,57,1,2,1,2,1,1,0,0,0,2,4,1,2,3,2,1,2,2,1
1069,1,45,3,2,1,1,1,0,1,1,3,1,2,2,3,3,3,2,1,2,4
1070,3,38,1,2,1,1,1,1,1,1,1,5,4,2,3,5,2,2,2,5,1
1071,1,57,1,2,1,2,1,2,1,8,1,1,2,2,2,3,2,2,2,2,2
1072,5,30,1,1,1,5,1,0,1,1,2,1,3,3,3,4,3,4,3,4,3
1073,5,25,1,2,3,5,1,1,1,1,2,1,3,3,2,4,2,4,2,4,2
1074,5,26,3,1,1,4,2,1,0,0,0,2,2,8,8,3,2,3,3,2,2
1075,5,42,3,2,1,4,2,0,1,8,2,3,3,2,2,2,1,4,2,2,2
1076,5,35,1,1,1,4,1,0,1,1,1,1,2,1,4,2,2,2,1,4,2
1077,1,30,1,2,1,4,1,0,1,1,3,2,1,2,2,1,2,3,4,2,3
1078,1,37,1,2,1,2,1,1,1,8,2,2,4,2,3,2,1,2,2,3,1
1080,1,54,4,1,1,4,1,0,1,1,5,2,2,1,2,2,1,1,2,2,1
1081,1,40,1,2,1,2,1,1,0,0,0,1,3,2,3,2,2,4,4,4,4
1082,1,38,1,2,1,1,2,0,1,2,3,2,2,1,1,3,2,2,2,3,1
1083,1,68,1,1,1,1,1,1,0,0,0,1,4,2,2,2,2,3,4,3,3
1084,1,72,1,2,1,2,1,1,2,1,1,1,1,1,3,5,4,2,8,2,3
1085,1,35,3,1,1,4,2,0,1,1,1,2,3,4,3,5,2,2,2,1,3
1086,5,25,1,1,1,2,1,1,0,0,0,1,2,2,4,1,2,2,5,8,3
1087,1,25,1,2,1,2,2,0,1,2,1,1,3,3,8,2,2,2,2,3,3
1088,5,20,1,1,1,4,1,1,1,1,2,3,1,4,4,4,4,4,2,4,4
1089,2,55,1,2,1,2,1,1,1,2,1,1,2,1,2,2,3,1,2,3,4
1091,1,29,1,2,1,1,1,1,0,0,0,1,1,2,2,3,2,3,1,3,2
1092,1,44,0,1,1,2,1,1,0,0,0,1,1,3,4,3,2,5,8,3,2
1093,1,71,0,2,1,2,8,1,0,0,0,1,2,1,8,1,3,2,4,3,4
1094,5,21,0,2,1,2,2,1,1,1,2,1,4,5,4,3,4,3,4,4,5
1095,1,34,3,2,1,2,2,0,1,2,2,1,2,3,3,2,3,3,2,2,1
1096,2,59,1,2,1,1,8,1,0,0,0,1,2,3,2,2,8,3,2,3,5
1097,4,60,0,1,1,2,1,1,0,0,0,2,2,3,4,4,5,1,3,2,5
1098,5,20,1,2,1,1,1,0,1,1,3,3,3,4,8,2,3,4,3,5,4
1099,1,43,1,1,1,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
1100,5,30,0,2,1,1,1,1,0,0,0,1,3,2,5,2,2,2,3,4,2
1101,1,35,1,1,1,2,1,1,0,0,0,1,1,5,3,4,2,4,4,4,4
1102,3,45,1,2,1,1,1,1,0,0,0,2,2,2,3,2,3,3,4,3,3
1103,1,36,1,2,1,2,1,0,1,1,1,5,2,3,5,5,5,2,3,3,5
1104,1,29,3,1,1,2,1,0,1,8,2,3,4,3,3,2,2,2,2,3,2
1105,5,23,2,2,3,1,2,1,1,1,2,1,4,3,2,4,2,2,2,4,2
1106,4,21,1,2,1,2,2,0,1,1,3,1,1,5,3,1,2,3,2,5,2
1107,1,28,2,2,1,2,1,0,1,1,4,1,4,3,2,1,4,3,3,3,4
1108,1,51,0,2,1,2,1,0,1,2,3,1,4,2,2,1,2,4,5,3,2
1109,1,70,1,2,1,1,1,0,1,1,1,1,5,4,2,1,3,1,5,2,3
1110,1,39,0,2,1,2,1,1,0,0,0,2,2,3,3,3,3,2,2,3,2
1111,2,83,1,2,1,1,1,1,0,0,0,1,2,1,3,2,1,1,4,2,2
1112,5,31,1,2,3,2,2,0,1,2,5,1,5,8,8,3,8,8,8,2,8
1113,5,24,0,2,2,1,1,0,1,1,2,1,2,8,8,4,2,2,4,5,2
1114,5,29,0,2,2,1,2,2,0,0,0,1,2,4,4,2,2,2,3,3,2
1115,1,51,1,2,1,2,1,0,1,1,1,1,1,1,8,2,1,2,2,2,2
1116,1,53,1,2,1,1,1,8,0,0,0,2,5,2,2,3,2,2,2,2,3
1117,2,77,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,4,2
1118,3,37,1,2,1,1,1,1,1,1,2,1,4,2,2,1,2,2,3,2,2
1119,2,77,1,2,1,1,1,0,1,1,1,1,1,1,2,1,3,1,5,4,4
1120,1,46,1,2,1,1,1,1,0,0,0,1,1,2,3,4,4,2,4,4,4
1121,1,27,0,1,1,4,1,0,1,1,3,1,4,3,2,2,3,3,3,3,3
1123,3,39,1,1,1,4,1,2,0,0,0,2,2,3,3,3,3,3,2,2,3
1124,2,60,1,1,1,1,2,1,2,1,1,1,3,2,2,3,3,1,1,1,2
1125,5,28,1,1,1,1,1,1,1,1,2,3,4,5,5,5,5,5,5,5,5
1126,1,69,0,1,1,1,1,1,1,1,1,1,4,2,2,2,3,4,4,3,8
1127,5,20,1,2,1,2,2,0,1,1,1,1,3,1,3,2,3,2,1,3,2
1128,2,71,0,2,1,1,8,1,8,1,2,1,2,1,2,1,4,2,2,2,4
1129,1,58,1,1,1,2,1,1,0,0,0,1,3,2,2,2,3,1,1,1,2
1131,1,51,1,1,1,1,2,0,1,1,2,1,4,2,2,2,3,2,2,2,3
1132,1,50,3,2,1,1,2,0,1,2,1,2,5,2,2,3,1,2,5,3,2
1133,1,32,1,1,3,2,1,1,0,0,0,1,2,2,2,2,2,3,3,3,1
1134,1,26,1,2,1,1,1,0,1,1,5,3,1,2,2,1,2,2,2,2,2
1135,3,48,1,2,1,1,2,0,1,2,1,1,3,2,4,2,2,3,2,2,4
1136,3,58,0,1,1,2,1,0,2,1,1,1,5,3,4,1,3,4,4,4,4
1137,2,85,0,2,1,4,8,1,0,0,0,1,2,1,1,1,3,2,3,2,4
1138,5,34,1,2,1,4,1,1,0,0,0,2,3,3,3,1,1,3,4,3,2
1139,1,33,1,1,1,2,1,2,1,1,1,1,2,3,3,2,3,4,4,4,3
1140,3,44,1,1,1,1,1,2,1,1,2,1,4,2,4,1,8,4,5,8,8
1141,1,42,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1142,4,45,1,1,1,2,1,1,1,1,2,2,5,2,1,1,1,2,2,1,1
1143,1,32,1,2,1,1,1,2,1,1,3,3,3,3,3,1,3,8,4,3,3
1144,1,33,1,2,1,1,1,0,1,1,1,1,3,2,2,1,4,1,4,4,4
1145,1,78,0,1,1,1,1,1,0,0,0,1,1,4,2,1,4,4,2,2,4
1146,1,29,1,1,1,2,1,2,1,1,1,1,4,3,4,1,3,8,8,3,8
1147,5,28,1,2,1,1,1,1,0,0,0,1,2,1,4,4,8,3,2,4,3
1148,1,23,1,1,1,1,2,1,1,2,4,4,2,1,1,1,1,8,5,2,5
1149,1,25,1,2,1,1,1,1,0,0,0,2,5,4,8,2,3,4,4,4,2
1150,1,42,1,1,1,1,1,1,1,1,2,1,2,8,4,2,8,8,2,8,8
1151,5,24,0,1,1,2,1,1,2,1,2,3,2,8,3,2,3,3,3,4,3
1152,4,36,0,2,1,1,1,1,0,0,0,1,2,8,8,1,3,2,1,3,2
1153,1,28,1,1,1,1,1,1,1,2,3,1,3,2,1,2,1,2,2,2,2
1154,4,21,1,2,1,4,1,1,0,0,0,3,5,3,4,3,5,5,5,5,5
1155,5,61,0,1,1,2,1,0,2,2,5,1,1,5,2,1,5,2,5,4,4
1156,5,23,1,1,2,1,2,0,1,2,4,1,5,2,4,2,2,3,3,3,2
1157,1,40,3,2,1,1,1,1,0,0,0,2,5,3,3,3,3,1,1,2,4
1158,5,31,1,2,1,4,1,1,1,1,2,1,5,8,8,1,8,8,8,8,8
1159,1,35,1,1,1,4,1,0,1,2,1,1,1,8,2,2,2,2,4,2,3
1160,2,69,1,2,1,1,1,0,2,2,1,1,4,1,5,5,3,4,4,2,4
1161,2,68,0,2,1,4,1,1,0,0,0,1,3,2,1,2,2,3,2,2,2
1162,3,79,1,2,1,1,1,1,8,2,1,1,8,3,2,2,2,1,1,2,4
1163,3,73,1,1,1,1,1,1,1,2,1,1,4,2,2,2,2,4,4,2,4
1164,3,45,2,2,1,2,1,0,1,1,3,2,4,2,2,1,4,1,3,4,3
1165,3,54,3,2,1,1,1,0,1,1,1,1,3,9,9,9,9,9,9,9,9
1166,3,58,3,1,1,2,1,1,0,0,0,1,2,3,2,2,2,2,2,3,4
1167,1,58,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
1168,1,67,3,2,1,1,1,1,0,0,0,1,4,1,3,4,3,1,2,3,3
1169,3,64,1,2,1,1,2,1,1,2,1,1,3,1,2,2,2,1,2,2,1
1170,1,74,1,2,1,1,1,1,0,0,0,1,4,2,5,3,4,1,5,3,1
1171,5,44,1,2,2,1,2,0,1,2,3,2,4,8,8,8,4,4,2,4,4
1172,5,30,1,1,1,2,1,0,1,1,2,4,3,4,3,2,2,3,3,4,3
1173,5,34,3,2,1,1,2,1,1,1,1,2,2,3,2,3,3,1,1,1,3
1174,2,79,1,2,1,1,1,0,2,2,1,1,3,1,3,4,2,1,3,3,2
1175,3,45,1,1,1,1,1,1,1,1,1,2,2,5,3,5,3,4,4,3,3
1176,2,78,1,2,1,1,1,0,1,1,1,1,2,2,1,2,2,1,3,2,2
1177,5,47,1,1,1,1,1,0,1,1,1,1,3,4,4,3,2,4,3,3,3
1178,1,50,1,2,1,1,1,1,0,0,0,1,4,3,5,2,4,5,5,4,4
1179,5,38,1,2,1,2,1,0,1,1,1,1,1,2,2,4,2,4,3,4,3
1180,1,31,1,2,1,1,1,1,1,1,2,2,3,8,2,2,2,8,5,2,2
1181,1,55,1,2,1,1,1,0,1,1,4,1,4,2,4,2,3,2,3,3,4
1182,1,25,3,1,1,2,1,0,1,1,1,2,4,8,8,4,2,4,4,5,3
1183,3,40,1,1,1,1,1,1,0,0,0,2,2,2,3,2,2,4,2,3,2
1185,3,49,1,2,1,1,1,1,0,0,0,2,4,2,3,2,2,2,3,2,2
1186,5,64,0,1,1,1,1,1,2,2,5,4,4,3,2,2,2,2,2,2,2
1187,1,42,1,1,1,1,1,0,1,2,2,1,4,2,2,2,2,3,4,2,3
1188,1,42,0,2,1,1,1,1,0,0,0,3,3,5,3,5,3,4,3,3,8
1189,1,29,0,1,1,1,1,1,1,2,2,2,1,8,8,2,3,4,5,4,4
1190,5,19,0,1,1,1,1,2,0,0,0,1,5,2,2,2,5,5,5,5,2
1191,1,26,1,2,1,1,2,1,1,1,4,2,5,3,4,2,2,3,2,5,3
1192,3,60,2,1,2,2,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2
1193,5,25,1,2,1,1,1,0,1,1,1,1,1,8,8,4,4,8,8,8,2
1194,1,44,3,1,1,1,2,1,1,1,1,1,4,2,2,2,2,2,2,2,2
1195,1,31,1,2,1,1,8,1,1,8,2,1,2,1,1,1,2,1,2,2,2
1196,1,53,1,2,1,1,2,0,8,2,1,1,3,2,2,2,2,1,1,1,1
1197,1,38,1,1,1,2,1,0,1,1,1,1,2,3,3,3,4,3,3,4,4
1198,2,60,0,2,1,1,2,1,0,0,0,1,2,2,2,2,2,2,3,2,1
1199,1,48,1,2,1,1,1,1,0,0,0,1,3,2,2,2,2,2,4,2,2
1200,1,34,4,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,2,2
1201,2,69,1,2,1,1,2,1,0,0,0,1,1,2,2,1,1,1,2,1,1
1202,1,48,0,2,1,2,8,2,0,0,0,1,5,2,2,2,1,1,1,1,1
1203,1,79,1,2,1,1,1,0,2,1,1,1,2,2,3,3,3,3,1,2,3
1204,5,49,3,2,1,1,1,1,0,0,0,1,2,2,1,1,1,2,1,5,1
1205,1,33,4,1,1,1,1,0,1,1,1,1,3,4,1,2,2,3,2,2,3
1206,1,55,3,2,1,1,1,1,0,0,0,2,2,2,2,3,2,3,2,2,1
1208,5,21,1,1,1,1,1,0,1,1,3,1,1,4,4,3,2,2,3,4,2
1209,1,36,3,1,1,2,2,1,1,2,1,1,2,2,3,1,2,3,2,2,2
1210,1,65,1,1,1,2,1,2,1,2,2,1,3,2,2,2,3,2,4,2,3
1211,1,59,3,1,1,1,1,0,1,1,1,1,1,2,3,2,3,3,3,3,2
1212,1,50,3,2,1,2,2,1,1,1,1,1,4,8,3,4,3,2,4,2,3
1213,3,78,1,2,2,1,1,1,0,0,0,2,1,1,3,3,2,2,5,8,4
1214,1,74,0,1,2,1,2,0,1,2,1,1,2,1,3,2,1,3,3,3,1
1215,1,31,1,1,2,1,1,0,1,1,3,2,5,4,3,3,2,4,4,4,1
1216,2,89,2,2,2,1,1,1,1,2,2,1,2,1,3,2,1,1,2,3,1
1217,4,75,1,2,2,1,1,1,1,2,2,1,2,1,3,4,2,2,2,4,1
1219,1,47,1,1,1,1,1,1,0,0,0,3,5,3,2,2,3,3,5,3,3
1220,3,38,0,1,1,1,1,1,2,1,4,3,3,2,2,2,2,3,5,2,2
1221,5,37,1,1,1,1,1,1,1,1,4,1,5,4,2,2,4,8,8,8,8
1222,4,49,0,1,1,1,1,0,1,1,5,1,3,4,1,1,4,4,4,4,4
1223,3,39,1,2,1,1,1,1,1,8,1,1,4,4,4,2,4,4,4,4,4
1224,1,64,1,2,1,1,1,0,2,2,1,1,5,4,3,2,3,4,4,4,3
1225,1,53,8,2,1,9,1,2,0,0,0,5,5,9,9,9,9,9,9,9,9
1226,1,28,3,2,1,1,1,0,1,1,3,1,2,2,1,4,1,2,1,2,1
1227,1,24,0,1,1,1,1,0,1,1,5,1,4,4,2,2,3,4,2,4,2
1228,1,80,0,2,1,1,1,2,1,1,1,1,4,4,2,2,4,4,4,2,4
1229,1,70,4,1,1,4,2,1,1,1,1,1,1,3,3,4,1,5,1,3,1
1230,1,37,1,1,1,2,1,1,1,2,1,2,2,3,3,2,1,4,2,2,2
1231,1,67,3,2,1,1,1,0,1,1,1,1,2,1,2,2,3,1,2,2,4
1233,3,40,1,2,1,1,1,1,0,0,0,2,5,3,2,3,2,3,3,3,2
1234,5,26,2,1,1,1,1,0,1,1,3,1,2,2,4,2,2,4,2,4,2
1235,1,37,4,2,1,2,1,0,1,1,1,2,2,2,2,1,2,1,1,3,2
1236,4,33,1,2,2,1,2,0,1,1,2,2,3,3,3,4,2,3,4,5,2
1237,3,50,1,2,1,1,2,1,1,1,3,2,4,1,3,1,2,2,2,2,3
1238,1,46,1,1,1,1,1,2,1,1,1,1,3,4,2,1,1,5,5,2,5
1239,1,60,2,1,1,1,1,1,0,0,0,1,3,3,2,2,3,2,3,4,4
1240,5,29,3,2,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2
1241,1,22,1,2,1,1,1,0,1,1,2,3,1,5,5,1,5,3,4,4,5
1242,1,72,0,1,1,1,1,1,1,2,1,1,3,5,2,2,2,5,5,3,4
1243,4,28,1,1,2,1,2,2,1,1,1,1,4,8,8,2,2,4,5,3,1
1244,5,29,3,1,1,1,1,0,1,2,1,1,4,5,3,2,2,4,5,3,2
1245,1,46,2,2,1,2,2,1,0,0,0,2,2,2,2,1,2,1,2,2,3
1246,1,25,1,1,1,1,1,0,1,2,3,2,1,4,2,1,3,5,5,5,2
1247,3,47,3,2,1,1,2,1,0,0,0,2,2,4,2,2,2,2,2,1,4
1248,1,78,1,1,1,1,1,0,2,1,1,1,4,5,2,2,3,5,5,5,5
1249,1,73,3,1,1,1,1,0,2,2,1,1,4,3,3,3,3,1,2,3,3
1250,1,36,0,1,1,1,1,0,1,1,2,1,3,2,3,2,2,8,5,2,2
1251,2,77,1,1,1,1,1,1,2,1,1,1,2,1,3,2,4,4,2,2,4
1252,1,37,1,1,1,1,8,2,0,0,0,2,2,5,2,3,2,4,5,3,2
1253,5,25,1,2,2,1,1,1,0,0,0,1,4,4,4,3,1,2,3,3,2
1254,1,32,0,2,1,2,8,1,0,0,0,1,4,5,1,1,2,5,5,5,3
1255,1,40,4,1,1,4,1,1,0,0,0,1,4,3,4,2,4,3,2,1,3
1256,3,33,1,2,1,1,1,1,0,0,0,2,3,2,2,2,2,3,2,3,2
1257,1,39,1,2,1,1,8,1,1,2,2,2,2,3,2,1,3,2,2,2,3
1258,1,33,1,2,3,2,1,1,0,0,0,3,3,4,4,3,2,2,2,4,2
1259,1,26,1,1,1,4,1,1,0,0,0,1,4,1,3,2,2,3,3,2,2
1260,4,28,1,2,1,2,1,1,1,1,4,3,4,4,4,2,3,3,3,4,3
1261,5,29,1,2,2,1,2,1,1,1,2,1,4,3,4,2,2,2,2,3,1
1262,1,33,3,1,1,1,1,2,1,1,1,2,3,2,2,2,2,3,3,3,2
1263,5,35,4,1,1,2,1,1,1,1,3,3,3,1,3,3,3,3,3,3,1
1264,1,74,1,2,1,1,1,0,2,2,1,1,1,1,1,3,2,2,1,1,3
1265,2,75,1,2,1,1,1,0,2,1,1,5,5,1,4,3,3,3,1,4,4
1266,1,49,1,2,1,2,1,1,1,1,1,2,3,4,1,1,3,3,4,2,2
1267,1,69,3,1,1,1,1,0,1,1,1,2,2,2,3,2,3,2,3,3,2
1268,4,35,1,2,2,1,2,2,0,0,0,4,1,8,8,8,1,2,3,3,3
1269,1,28,1,1,1,4,1,0,1,1,3,2,3,2,3,3,3,4,2,3,2
1270,2,71,0,2,2,1,1,1,0,0,0,2,5,4,4,4,2,8,8,4,2
1271,3,64,1,2,2,1,1,1,0,0,0,1,1,8,4,2,4,1,1,2,2
1272,1,62,0,2,2,1,2,1,1,2,5,1,5,3,3,3,3,3,3,3,3
1273,5,35,1,1,2,1,1,0,1,2,2,2,2,8,2,1,1,2,2,1,1
1274,1,46,2,1,1,3,1,1,1,1,1,3,2,8,8,3,8,2,8,3,8
1275,2,58,3,1,1,4,2,1,1,1,1,2,2,2,3,2,1,2,1,3,1
1278,1,42,0,1,1,1,1,0,1,1,2,1,1,8,2,2,2,8,8,2,2
1279,5,43,8,2,1,1,1,8,0,0,0,1,1,8,8,1,8,8,8,8,8
1280,1,59,0,2,1,1,2,1,0,0,0,2,3,2,2,1,2,2,5,2,2
1281,4,38,0,2,1,1,1,1,0,0,0,1,2,8,2,1,2,2,4,3,3
1282,1,48,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2
1283,1,34,1,2,1,1,1,0,1,1,1,2,2,8,2,2,2,8,2,8,8
1284,1,44,1,2,1,2,2,0,1,1,1,2,3,1,1,1,3,1,1,2,2
1286,1,23,1,1,2,1,1,1,1,1,1,1,1,2,3,4,3,4,1,8,2
1288,1,37,1,1,2,5,1,0,2,1,4,1,1,3,3,3,3,3,3,3,1
1289,3,34,1,1,1,1,1,0,1,1,2,2,2,1,2,1,2,3,8,3,3
1290,5,26,1,1,1,4,2,0,1,1,1,1,1,8,8,3,1,3,2,2,2
1291,3,58,1,1,1,1,1,0,1,1,1,1,2,3,2,2,4,2,1,1,4
1292,1,87,1,1,1,1,1,1,8,2,1,1,3,2,4,3,2,4,3,3,2
1293,1,69,4,1,1,1,1,1,1,8,1,1,1,1,5,2,1,2,2,2,1
1294,1,65,1,1,1,9,1,0,1,1,1,9,9,9,9,9,9,9,9,9,9
1295,3,31,4,1,1,1,1,1,0,0,0,2,4,2,4,2,2,2,2,2,2
1296,1,66,3,2,1,1,1,1,0,0,0,1,2,2,2,2,2,2,3,2,2
1297,1,69,3,2,1,1,8,1,1,2,1,1,1,1,4,4,4,1,1,1,2
1298,2,99,3,2,1,1,1,2,8,1,1,2,2,1,4,4,2,1,1,4,3
1299,1,53,4,2,1,1,1,1,2,1,1,1,3,2,2,1,3,1,2,1,4
1300,1,72,1,1,1,1,1,0,2,2,1,1,3,1,3,3,3,2,3,3,9
1301,5,26,1,1,1,4,1,1,1,1,3,5,1,8,1,2,4,4,4,4,4
1302,1,25,1,1,1,1,1,2,0,0,0,3,2,4,4,1,4,4,4,3,4
1303,1,37,1,2,1,1,1,0,2,1,3,2,2,4,5,1,5,5,5,5,4
1305,1,58,1,1,1,1,1,1,0,0,0,1,3,1,4,1,1,4,4,4,4
1306,5,25,3,2,1,1,2,0,1,1,2,1,5,2,3,1,3,3,2,3,3
1307,1,35,0,2,1,4,1,0,1,1,4,1,1,2,1,1,2,2,3,2,2
1308,3,60,0,2,1,1,1,0,1,2,1,1,5,5,2,1,2,5,5,3,4
1309,1,33,0,1,1,1,1,2,1,2,1,1,2,3,2,2,2,3,2,2,2
1310,5,24,1,1,1,4,1,1,1,1,2,2,2,3,4,5,2,4,4,5,2
1311,1,82,1,1,1,1,1,2,0,0,0,1,4,2,4,3,2,3,2,3,3
1312,1,29,2,1,1,5,1,1,0,0,0,1,1,5,2,3,2,3,1,8,2
1313,1,41,1,2,1,1,1,1,0,0,0,2,5,2,2,1,2,1,3,2,3
1314,1,73,0,2,1,1,2,0,1,2,1,1,2,2,2,1,2,2,2,2,4
1315,1,30,1,1,1,1,1,1,0,0,0,1,3,3,2,2,2,2,2,2,2
1317,1,68,1,2,1,4,1,0,1,1,1,1,4,1,2,2,3,2,5,2,3
1318,1,68,0,2,1,1,1,2,1,2,1,1,4,2,2,2,8,8,8,2,4
1319,1,39,1,2,1,5,2,0,1,1,2,2,4,8,3,2,8,8,8,2,4
1320,1,56,0,2,1,1,1,0,1,1,2,1,5,3,1,1,8,2,3,1,4
1321,1,37,1,2,1,4,2,0,1,1,1,1,2,3,4,5,2,4,2,8,2
1322,1,68,1,1,1,2,2,0,1,1,1,1,1,1,2,2,4,3,2,3,4
1323,1,66,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2
1324,1,78,1,2,1,1,1,0,2,1,1,1,1,1,3,3,1,1,1,3,1
1325,3,59,1,1,1,1,1,2,0,0,0,1,4,3,2,1,2,3,4,3,3
1326,3,22,1,2,1,4,1,0,1,1,3,4,2,4,8,2,8,8,8,8,4
1327,5,33,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,4,2,1
1328,1,51,1,1,1,1,1,1,2,2,5,5,5,1,4,2,3,2,2,2,3
1329,1,52,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,4,1,1
1330,1,21,1,2,1,1,1,1,1,2,3,3,4,8,8,2,4,2,2,4,4
